area;stato;cartella_principale;tipo_file;nome_file;percorso_relativo;dimensione_kb;ultima_modifica
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS DE RIESGOS 10-20.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\años anteriores\ANALISIS DE RIESGOS 10-20.xlsx;26.8;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS RIESGO OBRA.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\años anteriores\ANALISIS RIESGO OBRA.xlsx;36.5;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;MATRIZ DE RIESGOS 22-08-18.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\años anteriores\MATRIZ DE RIESGOS 22-08-18.xlsx;54.2;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.pdf;DAFO 2020.pdf;2-GESTION DE RIESGOS Y OPORTUNIDADES\DAFO\Años anteriores\DAFO 2020.pdf;493.8;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;MATRIZ DAFO 07-2019.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\DAFO\Años anteriores\MATRIZ DAFO 07-2019.xlsx;41.0;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;MATRIZ DAFO 08-2022.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\DAFO\Años anteriores\MATRIZ DAFO 08-2022.xlsx;35.0;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;MATRIZ DAFO 09-2021.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\DAFO\Años anteriores\MATRIZ DAFO 09-2021.xlsx;37.0;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;MATRIZ DAFO 10-2020.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\DAFO\Años anteriores\MATRIZ DAFO 10-2020.xlsx;36.6;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;MATRIZ DAFO 08-2024.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\DAFO\MATRIZ DAFO 08-2024.xlsx;34.7;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;MATRIZ DAFO 09-2025.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\DAFO\MATRIZ DAFO 09-2025.xlsx;32.5;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.docx;INDUCTION es.docx;2-GESTION DE RIESGOS Y OPORTUNIDADES\INDUCTION es.docx;44.3;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.pdf;Charla de Induccion 16-09-2024.pdf;2-GESTION DE RIESGOS Y OPORTUNIDADES\INDUCTION SIGNED\Charla de Induccion 16-09-2024.pdf;370.6;1779627920.0
Rischi e opportunita;storico/obsoleto;2-GESTION DE RIESGOS Y OPORTUNIDADES;.docx;P-02_GESTION DE RIESGOS Y OPORTUNIDADES 03.docx;2-GESTION DE RIESGOS Y OPORTUNIDADES\OLD\P-02_GESTION DE RIESGOS Y OPORTUNIDADES 03.docx;378.1;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.docx;P-02_GESTION DE RIESGOS Y OPORTUNIDADES 04.docx;2-GESTION DE RIESGOS Y OPORTUNIDADES\P-02_GESTION DE RIESGOS Y OPORTUNIDADES 04.docx;383.5;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.pdf;P-02_GESTION DE RIESGOS Y OPORTUNIDADES 04.pdf;2-GESTION DE RIESGOS Y OPORTUNIDADES\P-02_GESTION DE RIESGOS Y OPORTUNIDADES 04.pdf;894.9;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.pdf;PARTES INTERESADAS.pdf;2-GESTION DE RIESGOS Y OPORTUNIDADES\PARTES INTERESADAS\PARTES INTERESADAS.pdf;396.8;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;PARTES INTERESADAS.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\PARTES INTERESADAS\PARTES INTERESADAS.xlsx;31.5;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;PROCESOS.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\PROCESOS.xlsx;30.8;1779627920.0
Officina;attivo/da verificare;21- TALLER;.pdf;Control op. Taller Sept. 2024.pdf;21- TALLER\Control op. Taller Sept. 2024.pdf;53.8;1779628193.0
Officina;attivo/da verificare;21- TALLER;.docx;P-21 TALLER.docx;21- TALLER\P-21 TALLER.docx;750.4;1779628193.0
Officina;attivo/da verificare;21- TALLER;.pdf;P-21 TALLER.pdf;21- TALLER\P-21 TALLER.pdf;1945.9;1779628193.0
Strutture metalliche;storico/obsoleto;22- ESTRUCTURAS METALICAS;.docx;P-22 ESTRUCTURAS METÁLICAS.docx;22- ESTRUCTURAS METALICAS\OLD\P-22 ESTRUCTURAS METÁLICAS.docx;812.9;1779628193.0
Strutture metalliche;storico/obsoleto;22- ESTRUCTURAS METALICAS;.pdf;P-22 ESTRUCTURAS METÁLICAS.pdf;22- ESTRUCTURAS METALICAS\OLD\P-22 ESTRUCTURAS METÁLICAS.pdf;1323.3;1779628193.0
Strutture metalliche;attivo/da verificare;22- ESTRUCTURAS METALICAS;.docx;P-22 ESTRUCTURAS METÁLICAS_Rev_01.docx;22- ESTRUCTURAS METALICAS\P-22 ESTRUCTURAS METÁLICAS_Rev_01.docx;936.4;1779628193.0
Strutture metalliche;attivo/da verificare;22- ESTRUCTURAS METALICAS;.pdf;P-22 ESTRUCTURAS METÁLICAS_Rev_01.pdf;22- ESTRUCTURAS METALICAS\P-22 ESTRUCTURAS METÁLICAS_Rev_01.pdf;1587.8;1779628193.0
Saldatura;attivo/da verificare;23- SOLDEO POR ELECTRODO;.docx;P-23 SOLDEO POR ELECTRODO.docx;23- SOLDEO POR ELECTRODO\P-23 SOLDEO POR ELECTRODO.docx;376.3;1779628193.0
Saldatura;attivo/da verificare;23- SOLDEO POR ELECTRODO;.pdf;P-23 SOLDEO POR ELECTRODO.pdf;23- SOLDEO POR ELECTRODO\P-23 SOLDEO POR ELECTRODO.pdf;858.5;1779628193.0
Saldatura;attivo/da verificare;24- SOLDEO CON HILO;.docx;P-24 SOLDEO CON HILO.docx;24- SOLDEO CON HILO\P-24 SOLDEO CON HILO.docx;379.0;1779628193.0
Saldatura;attivo/da verificare;24- SOLDEO CON HILO;.pdf;P-24 SOLDEO CON HILO.pdf;24- SOLDEO CON HILO\P-24 SOLDEO CON HILO.pdf;924.5;1779628193.0
Fornitori/subappalti o generale;attivo/da verificare;25- DISEÑO;.docx;P-25 DISEÑO- Ed.00.docx;25- DISEÑO\P-25 DISEÑO- Ed.00.docx;366.3;1779628193.0
Fornitori/subappalti o generale;attivo/da verificare;25- DISEÑO;.pdf;P-25 DISEÑO- Ed.00.pdf;25- DISEÑO\P-25 DISEÑO- Ed.00.pdf;689.6;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;NTP 214_ Carretillas elevadoras.pdf;26- PLAN DE PREVENCION (PREVING)\01- señalizacion\NTP 214_ Carretillas elevadoras.pdf;447.3;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;NTP 404_ Escaleras fijas.pdf;26- PLAN DE PREVENCION (PREVING)\01- señalizacion\NTP 404_ Escaleras fijas.pdf;386.0;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;NTP 434_ Superficies de trabajo seguras (I).pdf;26- PLAN DE PREVENCION (PREVING)\01- señalizacion\NTP 434_ Superficies de trabajo seguras (I).pdf;363.3;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.msg;Señalización y escaleras fijas.msg;26- PLAN DE PREVENCION (PREVING)\01- señalizacion\Señalización y escaleras fijas.msg;1368.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Plan de Prevencion de Riesgo Laborales.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Plan de Prevencion de Riesgo Laborales.pdf;430.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Planificacion Acciones Formativas.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Planificacion Acciones Formativas.pdf;263.4;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Politica de Prevencion de Riesgos Laborales.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Politica de Prevencion de Riesgos Laborales.pdf;295.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimento de Coordinacion de Activitades Empresariales.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimento de Coordinacion de Activitades Empresariales.pdf;484.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Actuacion Embarazada.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Actuacion Embarazada.pdf;505.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Auditorias.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Auditorias.pdf;392.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Comunicacion , Consulta y Partipacion.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Comunicacion , Consulta y Partipacion.pdf;466.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Equipo de Proteccion Individual.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Equipo de Proteccion Individual.pdf;495.9;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Equipo de Trabajo.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Equipo de Trabajo.pdf;534.9;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Evaluacion de Riesgo.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Evaluacion de Riesgo.pdf;414.0;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Formacion e Informacion.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Formacion e Informacion.pdf;459.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Gestion de Obras de Construccion.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Gestion de Obras de Construccion.pdf;608.1;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Gestion de Personas.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Gestion de Personas.pdf;526.7;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Gestion del Cambio.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Gestion del Cambio.pdf;405.4;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Inspecciones , Revisiones y Mantenimiento Preventivo.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Inspecciones , Revisiones y Mantenimiento Preventivo.pdf;498.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Investigacion de Accidentes , Incidentes.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Investigacion de Accidentes , Incidentes.pdf;492.1;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Manipulacion de Agentes Quimicos.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Manipulacion de Agentes Quimicos.pdf;398.7;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Personas Trab. Menores de Edad.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Personas Trab. Menores de Edad.pdf;512.3;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Recursos Preventivos.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Recursos Preventivos.pdf;395.7;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Trabajo con Especial Peligrosidad.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Trabajo con Especial Peligrosidad.pdf;770.2;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Procedimiento de Vigilancia de Salud.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Procedimiento de Vigilancia de Salud.pdf;444.7;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Programacion Anual De Actividades.pdf;26- PLAN DE PREVENCION (PREVING)\02- PROCEDIMIENTOS\Programacion Anual De Actividades.pdf;132.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;20240729101815_DD8FBC0B8AA156A1E053060F9B9BAA7F.pdf;26- PLAN DE PREVENCION (PREVING)\contrato spa\20240729101815_DD8FBC0B8AA156A1E053060F9B9BAA7F.pdf;210.7;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;20240729101825_DD8FBC0B8AA056A1E053060F9B9BAA7F.pdf;26- PLAN DE PREVENCION (PREVING)\contrato spa\20240729101825_DD8FBC0B8AA056A1E053060F9B9BAA7F.pdf;212.4;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.msg;Formación On-LINE.msg;26- PLAN DE PREVENCION (PREVING)\HOJA DE VISITA\Formación On-LINE.msg;724.5;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;HOJA DE VISITA 25-07-23.pdf;26- PLAN DE PREVENCION (PREVING)\HOJA DE VISITA\HOJA DE VISITA 25-07-23.pdf;610.0;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;HOJA DE VISITAS POLVORA 03-02-23.pdf;26- PLAN DE PREVENCION (PREVING)\HOJA DE VISITA\HOJA DE VISITAS POLVORA 03-02-23.pdf;639.7;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;MEMORIA ANUAL.pdf;26- PLAN DE PREVENCION (PREVING)\MEMORIA ANUAL\MEMORIA ANUAL.pdf;325.0;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Memoria anual Técnica 2023.pdf;26- PLAN DE PREVENCION (PREVING)\MEMORIA TECNICA\Memoria anual Técnica 2023.pdf;325.0;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;5356851 (2).pdf;26- PLAN DE PREVENCION (PREVING)\PLAN DE PREVENCIÓN\5356851 (2).pdf;285.6;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Orientación al desarrollo de procedimientos de trabajo.pdf;26- PLAN DE PREVENCION (PREVING)\PLAN DE PREVENCIÓN\Orientación al desarrollo de procedimientos de trabajo.pdf;95.6;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;20230818081843_FFB99FB775F8448CE0530B6410AC4348.pdf;26- PLAN DE PREVENCION (PREVING)\PLANIFICACIÓN PREVENTIVA\20230818081843_FFB99FB775F8448CE0530B6410AC4348.pdf;193.2;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.msg;gestores.msg;26- PLAN DE PREVENCION (PREVING)\PLANIFICACIÓN PREVENTIVA\gestores.msg;35.0;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Politica de Revencion de Riesgos Laborales.pdf;26- PLAN DE PREVENCION (PREVING)\POLITICA PREVENCION DE RIESGO LABORALES\Politica de Revencion de Riesgos Laborales.pdf;306.3;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;5223379.pdf;26- PLAN DE PREVENCION (PREVING)\PROCEDIMIENTOS PREVENTIVOS\5223379.pdf;12451.6;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Especificaciones gruas (4).pdf;26- PLAN DE PREVENCION (PREVING)\PROD. RP\Especificaciones gruas (4).pdf;181.2;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;PRE20230060 (2).pdf;26- PLAN DE PREVENCION (PREVING)\PROD. RP\PRE20230060 (2).pdf;139.8;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;PRE20230137.pdf;26- PLAN DE PREVENCION (PREVING)\PROD. RP\PRE20230137.pdf;77.8;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Presentacion_Grupo_Piedra_2023_compressed (1) (2).pdf;26- PLAN DE PREVENCION (PREVING)\PROD. RP\Presentacion_Grupo_Piedra_2023_compressed (1) (2).pdf;17786.9;1779628193.0
Prevenzione sicurezza;attivo/da verificare;26- PLAN DE PREVENCION (PREVING);.pdf;Programacion Anual 03-05-2024.pdf;26- PLAN DE PREVENCION (PREVING)\PROGRAMACION ANUAL\Programacion Anual 03-05-2024.pdf;430.8;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;IT-01 BUENAS PRÁCTICAS OBRA 03.pdf;27- GUIA ISO ENEMEK OBRAS\IT-01 BUENAS PRÁCTICAS OBRA 03.pdf;836.3;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;IT-02 BUENAS PRÁCTICAS OFICINA 02.pdf;27- GUIA ISO ENEMEK OBRAS\IT-02 BUENAS PRÁCTICAS OFICINA 02.pdf;940.2;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;IT-01 BUENAS PRÁCTICAS OBRA 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\IT-01 BUENAS PRÁCTICAS OBRA 02.pdf;301.6;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;IT-02 BUENAS PRÁCTICAS OFICINA 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\IT-02 BUENAS PRÁCTICAS OFICINA 02.pdf;239.0;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-01_GESTION DE LA INFORMACION DOCUMENTADA 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-01_GESTION DE LA INFORMACION DOCUMENTADA 02.pdf;289.4;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-02_GESTION DE RIESGOS Y OPORTUNIDADES 03.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-02_GESTION DE RIESGOS Y OPORTUNIDADES 03.pdf;364.3;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-03_PRODUCTOS Y SERVICIOS SUMINISTRADOS EXTERNAMENTE 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-03_PRODUCTOS Y SERVICIOS SUMINISTRADOS EXTERNAMENTE 02.pdf;309.8;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-04_RRHH R02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-04_RRHH R02.pdf;294.7;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-05_RELACIONES CON LOS CLIENTES R02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-05_RELACIONES CON LOS CLIENTES R02.pdf;252.9;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-06_PLANIFICACION Y CONTROL DE OBRAS - Ed.02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-06_PLANIFICACION Y CONTROL DE OBRAS - Ed.02.pdf;260.1;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-07_GESTION DE NC Y AC 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-07_GESTION DE NC Y AC 02.pdf;369.5;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-09 ASPECTOS AMBIENTALES 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-09 ASPECTOS AMBIENTALES 02.pdf;375.5;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-10_AUDITORIA INTERNA R02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-10_AUDITORIA INTERNA R02.pdf;323.3;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-11 PLAN DE EMERGENCIAS 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-11 PLAN DE EMERGENCIAS 02.pdf;347.1;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-12 CONTROL OPERACIONAL 02.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-12 CONTROL OPERACIONAL 02.pdf;299.5;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;P-13 PCI.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\P-13 PCI.pdf;429.6;1779628193.0
Pacchetto ISO opere;storico/obsoleto;27- GUIA ISO ENEMEK OBRAS;.pdf;Politica de calidad_mamb_SST rev04.pdf;27- GUIA ISO ENEMEK OBRAS\OLD\Politica de calidad_mamb_SST rev04.pdf;171.5;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-01_GESTION DE LA INFORMACION DOCUMENTADA 03.pdf;27- GUIA ISO ENEMEK OBRAS\P-01_GESTION DE LA INFORMACION DOCUMENTADA 03.pdf;867.0;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-02_GESTION DE RIESGOS Y OPORTUNIDADES 04.pdf;27- GUIA ISO ENEMEK OBRAS\P-02_GESTION DE RIESGOS Y OPORTUNIDADES 04.pdf;895.0;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-03_PRODUCTOS Y SERVICIOS SUMINISTRADOS EXTERNAMENTE 03.pdf;27- GUIA ISO ENEMEK OBRAS\P-03_PRODUCTOS Y SERVICIOS SUMINISTRADOS EXTERNAMENTE 03.pdf;885.9;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-04_RRHH Rev_03.pdf;27- GUIA ISO ENEMEK OBRAS\P-04_RRHH Rev_03.pdf;768.8;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-05_RELACIONES CON LOS CLIENTES Rev_03.pdf;27- GUIA ISO ENEMEK OBRAS\P-05_RELACIONES CON LOS CLIENTES Rev_03.pdf;710.9;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-06_PLANIFICACION Y CONTROL DE OBRAS - Ed.04.pdf;27- GUIA ISO ENEMEK OBRAS\P-06_PLANIFICACION Y CONTROL DE OBRAS - Ed.04.pdf;784.6;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-07_GESTION DE NC Y AC Rev_03.pdf;27- GUIA ISO ENEMEK OBRAS\P-07_GESTION DE NC Y AC Rev_03.pdf;1032.9;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-08_INFRAESTRUCTURA_03.pdf;27- GUIA ISO ENEMEK OBRAS\P-08_INFRAESTRUCTURA_03.pdf;920.9;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-09 ASPECTOS AMBIENTALES 04.pdf;27- GUIA ISO ENEMEK OBRAS\P-09 ASPECTOS AMBIENTALES 04.pdf;846.1;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-10_AUDITORIA INTERNA R03.pdf;27- GUIA ISO ENEMEK OBRAS\P-10_AUDITORIA INTERNA R03.pdf;825.3;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-11 PLAN DE EMERGENCIAS 03.pdf;27- GUIA ISO ENEMEK OBRAS\P-11 PLAN DE EMERGENCIAS 03.pdf;880.2;1779628193.0
Pacchetto ISO opere;attivo/da verificare;27- GUIA ISO ENEMEK OBRAS;.pdf;P-12 CONTROL OPERACIONAL 03.pdf;27- GUIA ISO ENEMEK OBRAS\P-12 CONTROL OPERACIONAL 03.pdf;829.9;1779628193.0
